rating_value,rating_title,atuthor_name,rating_time,Value_1,Technology,Interior,Exterior_Design,Build_Quality,Reliability,Safety,Performance,Comfort,Value_2,Fun_To_Drive,reviews,pros,cons
4,smooth,epstein ,05/13/2009,,,4,4,5,4,,5,3,4,3,Bad ride hard steering need 6 way and air cooled passenger seat. Dunlop tires to much road feel and balance problems. Drivers seat to small not enough thigh support. Nav system pain to learn. Transmission has a slapping sound when stepping off and on the gas. ,smooth flow of power. push button starter. very good gas mileage. build quality.,Need grips on under side of steering wheel. Easier to buckle rear seat belts.  Brighter nav display in the day time. Deeper rear seat arm rest cup holders. 
5,Impressive,Mattman ,05/12/2009,,,5,5,5,5,,5,5,5,5,"Coming out of a Toyota with 176K miles my expectations were huge.  My old car never had so much as a squeak or rattle.  After test driving BMW, Acura, Lexus and others, Hyundai earned my business because the Genesis is every bit the car it is represented to be.  As far as I can see, they didn't cut any corners.  I work in an industry where image is very important and this car gets tremendous compliments from clients, valet workers and strangers.  ",The V8 is the best feature.  Mustang GT power but I got 27mpg on my last big road trip (and I was doing 80mph most of the way).  2nd best feature is the styling which is on par with Mercedes and BMW.,"Ride, while taut and secure, can sometimes border on stiff.  Sometimes feels 'nervous' over uneven/broken roads.  2nd suggestion would be to have an extender built into the sun visors to catch those holes by the rearview mirror. "
5,11K - First Report,Habu71 ,05/11/2009,,,5,5,5,5,,5,5,5,5,"This car is simply a stunning thing to behold. It looks good, drives well and is very comfortable for my 6,2 frame. On a recent round trip from Florida to Cleveland the car averaged around 30.4 mpg at highway (some mountain driving) speeds. I deem that outstanding considering the cars size and weight. I have two complaints; 1.The suspension seems to hit the bump stops quite often on choppy roads. 2.Sometimes the rear doors wont automatically unlock.  This situation happened after a software update to the car. The dealer will check it out at the next service. Other than that I am a ""happy camper.""",The gas pedal response of the V6. The overall look and finish of the car.,1.A hood for the display screen--when the sun is directly overhead it is difficult to see the display. 2. Automatic volume adjust for the audio system. 
4.75,Great Value - Luxury on a Budget,dgsverona ,05/10/2009,,,5,4,5,5,,5,5,4,5,"I've had my 2009 3.8 Genesis with tech package for about 6 weeks.  Have not seen the dealer since I bought - it was delivered with no defects.  The interior is pure luxury and the Lexicon sound system is unbelievable. The ride is whisper quiet.  The suspension has been a topic of discussion for many.  In some circumstances, there is a little more bounce than I'd expect and in others I cannot believe how smooth the car handles.  I only seem to notice the suspension at slow speed on uneven pavement.  The car handles great and is very roomy.  I am getting about 23 mpg on regular gas with a mix of highway and city driving. This is a luxury car at a bargain price.","Lexicon sound system, quiet ride, luxurious interior, confident handling","phone book import into phone directory, adaptive cruise control, fold down rear seat, blind spot monitoring.  Dealer experience needs improvement for a luxury car sale."
5,Love This Car,jhendri ,05/07/2009,,,5,5,5,5,,5,5,5,5," Love the Genesis,I had the car for one week the car is a good value for the money. I had an Lexus GS, which was an better ride but the sound system was not as good as Genesis.On rough roads the ride is not stable I have Black/Black wtih Tech package,had the window tinted and the car came with the Wing package.Several people asked what it was. With only 240 miles the fuel economy is unknown.",The sound system and push button start are my favorite features.,The Nav system do not give the name of the streets and no coin holder.The trunk do not go up by itself when opened
5,so far extremely satisfied...,serge fournier ,05/03/2009,,,5,5,5,5,,5,5,5,5,"I have owed a Volvo S-80 2002 purchased that year and wanted to change it for a 2009 until I saw the comments written on Edmunds, about the Genesis. My Wife and I went on a test drive and we enjoyed  so much the drive and the comfort that we bought it when we got back to the dealership and at a price nearly 16000.00 less than a Volvo S-80 2009.I'm being congratulated continuously by people seeing it for the 1st time. The value of this Genesis is outstanding.","Stereo, backup cameras and parking sensors and most of all COMFORT.",replace ashtray by something else.
4.875,It Will Suprise You!,JetMan ,04/29/2009,,,5,4,5,5,,5,5,5,5,"There is plenty to say about this car...all positive. The 3.8 has great acceleration and should satisfy most drivers. The gas mileage, well I have to keep checking it to make sure it is right! My wife drives mostly in town with a few highway trips and is getting 24 mpg on average. A quick 300 mile trek jumped it up to 28 mpg. I see other complaints about the suspension but we are pleased with our car; the wind and bumpy roads do not affect the ride that much and is an exceptionally quiet ride. My inlaws dumped their 2 year old Lexus after riding with my wife on that 300 mile trip. If you just have to have the snob appeal and want to pay 20-30 grand more for the same lux then have at it. ","Tech Package, the Nav System takes us to the front door of most places and the Lexicon stereo rocks...literally rocks the car when the woofer is cranked up!The most fav is all the folks looking at the car when I come out of the store and say...wow, what is this?! White satin paint is flawless!","The technology package is not user friendly and the books could be more intuitive! Put AC in the passenger seat.Drivers seat can use more bolstering and a tad more adjustment for us big guys. Dealer network needs to move upscale! The sleazy ones never talk about the Genesis, just $199 a month deals!"
5,Genesis V6 with Tech,bill2006 ,04/27/2009,,,5,5,5,5,,5,5,5,5,I have had my car 3 days. What a wonderful car. White Satin Pearl with Beige leather interior.This car is a beauty with great technology. Form and function at the highest level. Can't comment on mileage or reliability as it only 3 days old. I'm still going thru the manuals(they are excellent).,"The list is too long. But at the top of my list is the audio system,the easy access getting in and out of the car,and the Driver Information System Controller. It is so intuitive even I can work it. There are so many other favorite features. ","I would like a coin holder for Quarters, the back seats dropping down for putting long items in the trunk and the front passenger seat with easy access also. "
5,The Genesis is an instant Classic,Daniel ,04/21/2009,,,5,5,5,5,,5,5,5,5,"Purchased a V6 3.8 Tech, Silver/black interior, Wing badges. You'll won't get a better car for the money. Classy looks on the outside incredible opulence inside. Well thought out design, comfortable seating, excellent handling, great power. and so quiet. The Genesis is the duplicating what Lexus did in 1989. This is my 5th Hyundi in the last 13 years. Every year they continue to improve their products and they hit this one out of the ballpark. From what I see and hear they seem to be attracting more BMW owners than any other luxury brand.","Tech Package period, keyless entry, voice command, Lexicon 17 speaker surround sound. Seats, Little things, the windshield washer, Backseat column a/c vents, ability to control heat in the back seat. turning radius tightest yet for a Hyundai. Quiet, Quiet Quiet!","Folding down backseat, is the only thing that I would consider so far"
4.25,tracking ,JaimeX ,04/16/2009,,,5,5,4,4,,5,5,3,3,"I like the car overall well enough. Quality is good.  The only problem I have noticed so far is the tracking at highway speeds is a bit loose - that is, it wanders off desired track easily and steering is a little twitchy, especially in even a slight cross wind.  I haven't driven it enough to develop an opinion about the gas mileage, reliability or other operation aspects. ",,"For luxury items : I would like to have OnStar and collision mitigation system rather than back up camera. Visibility is obscured in left turn, by window post and door mirror on driver side "
5,Good bye BMW,Claudio ,04/15/2009,,,5,5,5,5,,5,5,5,5,"My last two vehicles where the 528i and the 745i. Hallelujah Hyundai Genesis! What more can I say, the car is great and without considering the price differential. The few detractors are simply jealous and it is all about status symbol for them. When I drove it home 3 weeks ago I found myself 50K dollars richer as I was about to buy the 750. ",I do not know where to start first.,Be able to download the phone addresses and retract the side mirrors.
5,2009 Genesis v6 Prem Pkg Plus & Tech Pkg,Mike ,04/14/2009,,,5,5,5,5,,5,5,5,5,"I've owned Bimmers, Acuras, and a VW, however, the Genesis is the piece de' resistance... the ride is amazing.. completely comfortable. Phenomenal interior design and layout, with easy access to buttons, controls, etc. Gas mileage is a wonder- Jacksonville, Florida to Miami on 1 tank of gas (without reaching ""Low Fuel Notification"".. Very impressive for a car this size. The stereo is amazing, and sounds even better with real dvd movies, DVD audio, or a USB flash drive w/ high quality files :) ","USB port, handling, gas mileage, comfort, cooled drivers seat, Lexicon Premium System, HID Headlights","Bluetooth phonebook import, various updates to navigation system and the way it searches. "
4.875,great car,silverado ,04/11/2009,,,5,5,5,5,,5,5,4,5,"This car is everything I hoped it would be and more.  It is designed to maximize the aspect of pleasure behind the wheel without going overboard.  It is super quiet, has a magnificent stereo, air conditioned driver's seat, good visibility, comfortable seats, etc.  Mechanically the car is totally satisfactory.",,passenger seat cooling.
4,No match for excellence yet,scott ,04/10/2009,,,4,3,4,4,,4,5,4,4,"So many people are talking about it so I gave it a try. It sure looks like a elegant car, some what BMW, some what mercedes, some what Lexus. Yet, it is none of those, and that is the problem. There is total lack of personality. Well, car is just a car taking you from point A to point B. May be. Finding a car is not just a transportation device to me that actually bothers me.",Stereo system,"Bigger side mirror,temperature sensor is not sensitive enough.The knob is dirt cheap.Firmer seat, better leather. More sensitive acceleration padel."
5,"""Do not test drive this car...""",Johnny from Montreal ,04/07/2009,,,5,5,5,5,,5,5,5,5,"I'm a huge car fan and the biggest BMW fan.  Test drove everything out there.  Being an Insideline.com fan, was reading on the Genesis and how impressed everyone was.  Went to test drive it at the Dealership & that was it.  I was hooked like a drug.  Could not take it off my mind.  Waited a couple of days went to test drive it again and was still stunned how well it drove and how great it made me feel.  I just had to have it, a total no brainer for me - got the 4.6 Tech.  If you can test this car and go buy something else for the same money or even more, good luck. Bravo Hyundai, what an amazing job you guys did with the Genesis.  Thank you!","The plush interior, super quiet, lots of space, amazing back seats, amazing highway cruiser.",Of course it would be nice to have more luxury features but i'm fine the way it is!  No complaints!
5,Rogers Raves,Roger  ,04/03/2009,,,5,5,5,5,,5,5,5,5,"I was looking at the Honda Accord V-6 & the Saturn Aura V-6.  Then I went to the L. A. Auto Show.  What a learning experience!  I saw the Hyundai Exhibit and the new Genesis.  I went home did some homework on the internet.  The next thing I'm test driving the 3.8.  I say to the sales man, let's talk numbers, we walk in to the show room, there it is, Cabernet Pearl, Cashmere Interior, and the Premium Package, with a big red bow on the hood.  The price was perfect, the dealership extremely friendly, generous, personable.      It;s been 3 1/2 months, 4,000 miles and I LOVE MY GENESIS.  I know it's not American, but it beats anything on the market today.  ",Everything.,None
5,A winner,Mike S. ,04/02/2009,,,5,5,5,5,,5,5,5,5,"Have owned many luxury automobiles, Lexus, MB, Infinity, Audi, and Acura.  This car is a winner. Comfortable, responsive, quiet and fun to play with. Have the Premium Plus pkg and Tech Pkg. Also included the ""European prestige"" pkg. Given the choice, I would pick the Genesis. Just to note, some of the comments indicated that they had not read the manuals. The outside mirrors do not tilt down if the control is centered. Left or right will tilt if the control remains on either left or right.    This car should not be overlooked by anyone looking for a handsome, well made luxurious and reasonably priced auto.","Audio, GPS, back up camera and sensors. Quietness, responsiveness of the 6 cylinder. Overall luxurious look of the car. A pleasure to drive. Mine is Titanium Gray Metallic, with black interior.","Automatic fold in mirrors, cooled and enhanced passenger seat (Same as drivers), Intuitive cruise control."
5,Bump unsettling ride,Houston ,03/29/2009,,,5,5,5,5,,5,5,5,5,"I just purchased a Genesis 4.6 and although it is a high performance beautiful vehicle I am very concerned about the  bumpy jittery ride. I actually had a headache from the bumpy ride. I test drove 3 different vehicles in Houston and Phoenix and did not experience the rough ride. But the vehicle I purchased was located for me to meet my color preference and the ride is rough. Are there adjustments that can be made to smooth out the ride? Is it tires, shocks? I am very concerned as I was thrilled with my purchase my now am worried I made a huge mistake.",interior and exterior look and features,
4.875,Best car I have ever owned,Love My Genesis ,03/27/2009,,,5,5,5,5,,5,5,4,5,"I had followed this car ever since it was revealed in Detriot Show.  The only thing I can say is this is the best car I've ever owned.  I was an advent Nissan car owner, but when I test drove the Genesis, I was sold.  For what you get at the price, you can't beat it.  A gentleman in a BMW 7- series stopped me in the parking lot to ask me what kind of car is that, I proudly said ""The Genesis""","Lexicon Stereo, acceleration, seat comfort, interior design. Heck everything!",Gradual increase in volume level when restarting car.  A way to turn off the stupid warning screen.
4.5,Excellent First Step - Room for imprvmnt,JP ,03/19/2009,,,4,4,4,5,,5,4,5,5,"I see many criticizing the handling of this car.  Personally, I think it is close to perfect.  I find most luxury cars too soft with the handling and this car corners flat with predictable handling while not losing a luxury feel.  It does have a tendency to porpoise a bit and there is room for improvement there.  The thought given to this car and what is important to the driver is exceptional.  I love most of the interior except the seats and headroom.  I am 6' 5"" and I feel the seat needs to be lowered or have some padding removed.  The seats should also be bigger offering some lateral support.  Overall this is a winner for Hyundai and if they listen to consumers it can only get better.","Handling with predictable and responsive driving.  Aluminum and leather interior (need more of this).  IPOD, AUX, and USB Inputs.","Fix ""porpoising"", needs bigger seats w/lateral support, seats need the ability to lower more (headroom issues), trunk should automatically open *completely* like a Mercedes, gas cap door is made of flimsy plastic, more wood and less leather for the steering wheel "
4.625,5000 miles with a wonderful car,walt ,03/18/2009,,,5,4,5,5,,5,4,4,5,Compared to M45 and 535i. The Genesis won before considering the 18-26k savings. quiet reserved car until 5k rpm at which point this becomes a drivers car. I still don't know the corner limits of this car. After 5k sometimes hard miles no rattles or other issues have come up.   If your looking for high end content without the high end badge this is the car for you!,Engine - so much power on tap. Suspension - never met a corner it didn't like. Stereo - best I have heard in any car. Friends with Infiniti and BMW comment on sound quality. Interior design - leather dash insert looks great.,Navigation interface lacks ability to search by city.  trunk release on driver door is too small.  Engine is a little slow to warm when temps drop below 0 F. 
5,A Good One,Taft ,03/16/2009,,,5,5,5,5,,5,5,5,5,"With less than 1000 miles  I can still say that this is a really great car, especially when you consider the price.  The fit and finish are superb, but the ride could be improved.  The engineers should work on the rough and unsettled ride if they want to beat the big boys.  We came from an MBZ 400E that was too old, but still gave us a great ride and handling.  This is the first ownership of a car with all the bells and whistles, but we're getting used to it and it's fun.  The acceleration is without peer and the interior quietness is excellent.","Looks, acceleration, and price.",Suspension
5,Jittery suspension,Mike ,03/13/2009,,,5,5,5,5,,5,5,5,5,"Have owned my 4.6 for four months. it is a great car and excellent value for the money compared to MB,BMW and Lexus. I've put 6500 miles on the car and the only thing that I don't like about the car is the jittery, bumpy ride on uneven roads, it is fine on the highways and on smooth streets. I live in South Florida and the secondary roads here are pretty good compared to areas that get bad weather, however any imperfection on a road and this car goes into convulsions. I've complained to the dealer and basically the said there is nothing they can do about it.","tech package, awesome audio system, great gas mileage for a 375HP V8,awesome engine and trans. fit and finish inside and out. Changed the emblems and wheel center caps to the wings, many people think that it's a baby Bentley.","Improve the ride, Power folding outside mirrors, Full power passenger seat with memory, chrome wheel option, illuminated garage door opener, power driver seat extender,touch screen navigation like the Sonata and Azera, power trunk opener and closer. Dedicated Genesis dealership."
3.25,Terrible ride,Don ,03/04/2009,,,3,4,4,4,,4,1,4,2,"At first glance it looks like a lot for the money but on closer inspection the interior is cheaply constructed, you cannot transfer the phone book from your cell phone and the seats have no real lateral support.  But all of this pales in the face of the terrible suspension.  The ride is rough and jittery with a tendency towards porpoising on almost all surfaces, even those that appear to be smooth and or recently paved.  I would test drive the heck out of a potential purchase and if you experience the slightest bit of what I have described, pass on it and look at something else.  No other car that I have driven in recent years, of any price point, has these awful ride characteristics.  ",Sound system.,1.Fix the suspension. 2.Allow bluetooth transfer of cell phone phone book which is currently not available. 5.Improve driver seat comfort 4.Fix the suspension!
5,The Genesis is a winner,CHI TOWN ,03/03/2009,,,5,5,5,5,,5,5,5,5,"I am a past owner of BMWs, Infiniti & Mercedes. I never thought I would own a Korean automobile until I test drove this car. Hands down the Genesis is the best car I have owned. For the first time I feel like I bought a car where the performance, quality, & amenities match the price. Test drive this car & I bet you won't be able to forget the experience.  ","monster engine, HD navigation, Lexicon sound system is unmatched.",Ability to download my cell phones address book into the vehs computer.
5,First week of owning new Genesis,jw ,02/28/2009,,,5,5,5,5,,5,5,5,5,"Having owned virtually every German and Japanese make on the market, I decided in today's economy, practicality should win out over creature comforts and German engineering.  After owning a Genesis 3.8 for just one week, I am convinced that while my decision was certainly practical, I will not lose out on creature comforts, performance or quality.  This car is an absolute winner and every time I get into it, I smile knowing that it will cost me less than half the cost of my E320 over the life of the car and I can honestly say that it has better features, comfort, style and performance.  This car is a winner and if Hyundai can get the suspension right, they will really be on to something big.","Tech System Navigation is second to none, sound system and bluetooth handsfree system is far superior to Toyota and Benz.  The car looks great from all angles and is very comfortable on long trips.","The ride is a little bumpy, suspension needs work.  Also has a tendency to pull to the left a little when driving straight.  Ability to load address book or sync calendar would be nice to have.  "
4.875,Hyundai is the next Lexus,Scott Lepore ,02/27/2009,,,5,5,5,5,,5,5,4,5,"Who would have thought that you could spend $40,000 and drive out of a dealership and own a world class automobile that rivals the 750-I BMW. The electronics alone are amazing but the car has good power with the V-8 and rides very smooth. It also is very roomy and handles great. I bought a Mercedes E-350 in 2006 for more money.This care is quality. Trust me.","navigation and blue tooth phone technology, nice smooth ride, powerful V-8 option, leather seats, camera, design, ",none
4.625,They have to get better at service,Fred ,02/24/2009,,,5,5,5,5,,4,5,4,4,So today I went to Power Hyundai in Scottsdale AZ for my first service. My NAV/Radio were fine. They tried to apply the T63 update and after three tries quit because the second DVD of 3 was rejected. The technicians called Hyundai tech support all day and got no response from the tech people. My radio is OK but NAV stopped working and all works Verrrrry slooooowly. They promise to get this fixed. My beef is with Hyundai tech support. What right do they have not to call back all day to a dealership needing help? I called the consumer line and was told by the only person I could reach that he would call a regional manager- obviously a useless ploy. Hyundai needs to get organized/return calls!!,Rides very well. Comfortable. Plenty of power in six cylinder. Nav/radio were perfect until they screwed it up and HYUNDAI did not return calls.,Provide tech support to your own dealers so customers are not delayed and angry.
4.875,Amazing ,R. Epstein ,02/23/2009,,,5,5,5,5,,5,5,4,5,"I have just had my Genesis since Jan 17/2009. It beats the heck out of my Chrysler 300 (2005) by a mile. I looked at Nissan Maxima, Altima, Lincoln, Buick, Cadillac and they did not even come close. The car is superb.",I love the front and rear park assist .,Suggest they light up the Garage door opener in the mirror 
5,THAT is a Hyundai?,Native Texan ,02/21/2009,,,5,5,5,5,,5,5,5,5,"Great looking, fun to drive and dripping with technology. I am 6'7"" and fit comfortably in this vehicle. My vehicle is pearl back with tan leather interior and is a head turner. I can't tell you how many times I get asked ""what is that?"" - of course once they are told it is the standard response - THAT is a Hyundai. If you are in the market for luxury sedan, you owe it to yourself to test drive the Genesis.",voice activation and Bluetooth connectivity.,"motorized closing side mirrors, motorized truck open\closing feature. Ability to import contacts form your PDA via Bluetooth."
5,It's a Keeper!,Wheelman ,02/11/2009,,,5,5,5,5,,5,5,5,5,"Only having the car for less than a week makes it difficult to offer critique that might affect someone's buying decision.  However, I am so impressed with how this car feels and performs that I am compelled to write something.   Prior to making this purchase, I checked every available review, both professional and consumer, and I shopped every available source.  When it became clear that this car was one that I should strongly consider, I agonized over whether I would buy a 3.8 or 4.6 variant.  For the difference in price, I am happy with my choice although both cars are winners.  I have owned a stable of fine cars over the years, and, Hyundai just didn't appeal to me...until now!","The Lexicon stereo system melts the senses.  The fuel economy for such a heavy, high-horsepower vehicle is absolutely amazing.  The absence of noise of any kind is a true delight, and, the way this car 'feels' its way around the road is eerily similar to a Porsche I once owned. The 'gawk' factor!!!!",OK...just to be balanced...how about a coin holder in place of the ash tray!?
4.125,Beware a bumpy ride,D ,02/11/2009,,,5,5,5,5,,4,2,3,4,"I just leased a base model Genesis a week ago. Sadly I like everything about it except the suspension. When I first test drove it, I noticed it was a bit bumpy, but I thought maybe it was because of the road I was on. I also noticed a few reviews mentioned bumpiness. But when I test drove it the second time it felt OK so I went ahead and leased it. After I took it home, I started feeling that the bumpiness was quite pronounced and at times jarring. I often find myself getting bumped up out of my seat, akin to the feeling of airplane turbulence. The vehicle has an odd combination of soft and hard ride. It feels cushy on a perfectly smooth road, but imperfections make the ride feel very bumpy.",Attractive inside and out; good fit and finish; good smell; nice instrument panel; big trunk; smooth transmission; quiet; good safety features (not too many cars have both head curtain AND airbag for the rear seats); spacious front and back seats; temperature control panel for rear passengers.,Suspension needs big improvement (see comments above); water leaks into trunk when open wet trunk door; base model steering wheel should also telescope; volume control on radio should be continuously adjustable (lowest volume increment is not low enough); seat uncomfortable (due to lack of depth?)
5,Listen to my words,Dsplash ,02/11/2009,,,5,5,5,5,,5,5,5,5,"Great Car, much greater than my previous Avalon.. Actually, uncomparable..., im sorry. Genesis deserves my loyalty to its brand. Those who read this comment should rethink about the brand image of Hyundai. Just remember, Toyota and Lexus were once thought of as inferior. ","Reliability, Smooth and quiet drive that gives sense of true luxury.",fuel economy; wheel design
4.875,A Hyundai!!!!,MC ,02/10/2009,,,5,5,5,5,,5,5,4,5,"Ok here it is...I purchased a Hyundai.  I feel so much better getting that out in the open.  I was driving a Lexus IS before the...Hyundai.  Still difficult to say.  The car has great power with the V6, wouldn't pay extra for the V8.  The ride is what you would expect from a Lexus, Benz or BMW. Small storage space is limited.  Average 27-28 MPG on the Hwy.  Being 6'1"" the cabin has more than enough room.  The back seat is also very spacious.  Simply said I love the car and at $31,999 the price was right.    ",Exterior design.,More storage space.
5,best car under $40k,hack ,02/09/2009,,,5,5,5,5,,5,5,5,5,"after 6 lexus's, i decided to save $20,000 and purchase a 2009 Genesis. after driving the car for about 6 weeks, i would honestly say i would purchase the Genesis over the Lexus even if they were the same price. BEST CAR I HAVE EVER OWNED!!!!",ALL...,
4.875,Hyundai Genesis,Deborah Nitterhouse ,02/08/2009,,,5,5,5,5,,5,5,4,5,The Genesis with the V8 is a kick to drive.  It is a very stylish car and the interior is beautiful. Those are the two reasons why I bought it.  There are a few kinks that still have to be worked out with mine.  After having the tires balanced it is still rough on the interstate.  The brakes still screech when I back out of the garage.  ,"The responsiveness of the V8, the expensive looking body style, the tech package, and the interior make this an enviable car.","Many of the cars it is capable of competing with have all wheel drive, it should also.  The side view mirrors are so high that they block the view of cars at an intersection and make left hand turns very hard to judge, frankly I'm surprised it passes safety tests.  "
4.875,My Genesis,Steve Toyama ,02/07/2009,,,5,5,5,5,,5,5,4,5,"I tinted the windows and added blind side mirrors on both exterior mirrors as I like to switch lanes quickly.  This car is the best car I have ever bought.  I compared it against the Cadillac, Maxima, Lexus ES350 and Acura TL and like this car the best.  My kids wanted me to buy another Chrysler 300C but was sold on the rear leg room once they got to go for a test drive in my Genesis.","Love the smooth acceleration, the sound system and heated/cooled seats.",Give us the option to remove the H on the trunk.  I am glad the Superbowl commercial made this car seem high end and changed the perception of Hyundai.
5,best value,shiny ,02/07/2009,,,5,5,5,5,,5,5,5,5,"I bought V-6 in October 2008. I drove MB & Lexus in the past. This is absolutely much better car than MB and Lexus if you take the price into consideration. If you are willing to pay $ 20 or 30 K more just for the brand, go ahead  but I really recommend  this car why you waste hard earned money, especially under a current economic situation.  Again, this car is equal to or better than  MB or Lexus in all respects except for a hugh price difference.   I am telling you that If your are looking for a new car, buy this car, you will nor regret.",engine is so quite and  v-6 is powerful enough. nice interior & exterior design.,I prefer a wood dash board. But wood is not available in premium plus or Tech Package.
5,Better than Germans,rodman ,02/04/2009,,,5,5,5,5,,5,5,5,5,"This is my 96th vehicle and one of the best, if not the best. I've owned many Toyotas as well as other Japanese, German, Italian and American cars. This one has the quality, the luxury, the comfort, the performance, the fun-to-drive and great gas mileage.",Just a Great car! Everything you would want in a large sport luxury car,Ability to hold gears in manual mode (sport shift)
3.125,"Nice, but definitely doesn't compare",bbrown ,02/03/2009,,,3,3,3,4,,3,3,3,3,"I recently purchased a 4.6 Genesis for my wife, and I'm not too impressed.  An impulse buy really, but I'm beginning to see why the car is so much cheaper than my BMW.  The engine is pretty nice, but in no way compares with my 550i's V8 (torque curve, etc).  I'm pretty particular about my cars, and it's the little details with the Genesis that turn me off.  The materials just feel inferior, and it just seems like Hyundai stole design features from all of their so- called ""competitors"", down to the fake iDrive and 5-series exterior styling cues.  I think the buyers of this car will realize over time that this car is just a flashy attempt at producing a true luxury car w/o any substance.","Ride similar to my wife's old Lexus; sound sys. is better than any equivalent Toyota. I can definitely see choosing this car over say an Acura or lower end Lexus, but just don't see how they say it competes with the German luxury makes or top- end Lexus sedans.","Market these cars against their true competitors, like the Toyota Avalon, Camary, Acuras, etc.  This car is not in the same league as Audi, BMW, Mercedes, and Lexus.  Simple fact: the car is made with cheaper components, therefore will cost less. Interesting marketing ploy on Hyundai's part though. "
5,Genesis is a Winner!!,Lou A ,02/02/2009,,,5,5,5,5,,5,5,5,5,"I just passed 1200 miles and this car is a winner for Hyundai. Drives well in Erie PA snow. There is a luxury about the Genesis that ""drove"" me to it. Everything so far is excellent... As with all new model cars there maybe an issue or two that comes up. Genesis provides the higher cost models (Lexus/BMW/Acura/Mercedes, etc)  a true run for the money. The 5 year BTB is one of the key components for the purchase.  Hyundai's decision to extend the extra year was a thoughtful and calculated one. I agree with all previous comments from other owners.  I did research for at least 6-9 months prior to purchase and I am glad I did.  The service is key to post purchase and success to Hyundai.",Agree with all previous comments.  As Hyundai builds the 2010 Genesis I am sure they will incorporate the features that most 2009 owners have strongly suggested.  I am waiting for a direct call from either the Regional or National Hyundai Office to discuss the issues for improvements.,"Again, I agree with previous comments.  If there are ways to correct some of the discrepancies now for the 2009, ex: a coin tray to replace ash tray. That would be a benefit and shows response to the consumer/owner.  I strongly suggest that dealerships do not place the front license plate on front."
4.875,Very surprised...,drew ,02/01/2009,,,5,5,5,5,,5,5,4,5,Never thought I would ever buy a Hyundai but I am truly satisfied.  Traded in my 540i which was breaking down for a much faster and smoother car.  It doesn't handle like a BMW but still pretty nice.  People tried to discourage me from getting a Genesis and now they are the ones who are thinking about it after riding my car :)  ,"375 HP, huge trunk space.  ",- All wheel drive model - touch screen navi - softer suspension
4.75,Great car but....,DomK ,01/28/2009,,,5,5,5,4,,5,5,4,5,"I have been a Hyundai owner for about 5 years and have always been impressed with the quality of the cars for the money you spend.  The Genesis is absolutely no exception.  I went in for an oil change on my old Elantra, test drove the Genesis, and got it that day.  At least once a day I have someone comment on how much they love the look of the car.  The solid performance rounds out a really great package.  Be careful though if you live in colder climates, the car is a real wheel drive which is great when it is nice out, and even in the rain but when it snows, the car struggles for traction (I spent 35 minutes today stuck on the side of a slightly inclined road while other cars passed)","The styling, ride, acceleration, and interior size (the trunk is tremendous and the back seats are very comfortable)",All wheel drive...the car handles horribly in the snow (especially from dead stops or on hills) and the stability control provides little help in those situations.
4.875,luxury car benchmark,JerryBunz25 ,01/28/2009,,,5,5,5,5,,5,5,4,5,"I am only 19 years of age but I know cars. My parents have leased several BMW's which i have driven. I decided to purchase the Genesis because of all that you get for the money.  The 4.8 Genesis has 7 series luxury, 5 series performance, for a 3 series price.  The pickup is better than the Cadillac CTS, BMW 3 and 5 series, MB C, E, and CLK class, and Lexus IS, ES, GS, and is even compared to the LS, 7 series, and S-class.  This car will be remembered for years to come. A true collector's item an the age where collector cars have died out since the 1970's. I will definitely keep this car looking good and running well to keep value high.","Rolls Royce stereo (Lexicon) suede leather seats Nav, XM, backup camera, DVD player ","engine. there is nothing wrong with the 4.6 at all, but I would love to see a supercharged V8 or a V10 as used in the Korean bread Hyundai Equus, which is American bound in late 2010 or early 2011."
5,"Great Job, Hyundai",JPG ,01/24/2009,,,5,5,5,5,,5,5,5,5,"I've had my Genesis for two weeks now and cannot say enough about this car.  I also own a 2005 Infiniti and the build quality on the Genesis beats the Infiniti hands down.  The acceleration on the V8 is amazing.  Given the fairly similar fuel economy to the V6 and all the small extras you get with the 8, it's definitely worth the few extra bucks.  I've driven an LS 430 several times and can say that this car knocks the Lexus out of the ballpark. Anyone who owns any of the major luxury brands and is in the market for a new ride should not discount this car simply because it's a Hyundai -- and if they do, it's their loss.","Remarkable acceleration, whisper quiet interior, decent balance between ride and handling; tech package is a must.  Ipod integration is a huge plus.","Hyundai should consider having it's own dealer network for this car.  If this is any indication of what Hyundai can do from a luxury standpoint, a separate Genesis division would surely be a home run for them."
5,I can't take my eyes off her   :-),Steven C ,01/23/2009,,,5,5,5,5,,5,5,5,5,"I did a lot of research, checked out the competition (Cadillac, Infiniti, etc.) and the Genesis out performs them by far.  The fit and finish of this car is amazing. I find myself just stopping to admire her beautiful lines inside and out.  Everyone is surprised when you tell them its a Hyundai. Hyundai hit the nail on the head when developing this great luxury automobile.","Lexicon 17 Speaker System, Nav System, loads of room, high quality leather interior (even on the doors), heated and cooled seats, comfort amenities galore, ton's of room,  - the boys from Detroit need to take note. Too many favorites to mention.",Make the Korena market Geneis Wing Logo standard on the car.
